country,year,fossil_fuel_consumption
Turkey,1997,691.875
Turkey,1998,705.569
Turkey,1999,706.355
Turkey,2000,772.528
Turkey,2001,714.071
Turkey,2002,760.467
Turkey,2003,807.152
Turkey,2004,841.315
Turkey,2005,882.937
Turkey,2006,978.912
Turkey,2007,1071.11
Turkey,2008,1081.406
Turkey,2009,1087.622
Turkey,2010,1105.042
Turkey,2011,1185.431
Turkey,2012,1249.552
Turkey,2013,1225.852
Turkey,2014,1317.706
Turkey,2015,1380.02
Turkey,2016,1441.746
Turkey,2017,1550.744
Turkey,2018,1503.501
Turkey,2019,1479.405
Turkey,2020,1459.645
Turkey,2021,1616.072
Turkey,2022,1580.769
Ukraine,1985,2597.724
Ukraine,1986,2640.252
Ukraine,1987,2681.032
Ukraine,1988,2615.763
Ukraine,1989,2513.364
Ukraine,1990,2947.448
Ukraine,1991,2746.756
Ukraine,1992,2297.976
Ukraine,1993,1972.133
Ukraine,1994,1664.662
Ukraine,1995,1620.214
Ukraine,1996,1472.747
Ukraine,1997,1408.353
Ukraine,1998,1344.613
Ukraine,1999,1333.733
Ukraine,2000,1332.646
Ukraine,2001,1312.779
Ukraine,2002,1306.632
Ukraine,2003,1338.498
Ukraine,2004,1311.274
Ukraine,2005,1326.107
Ukraine,2006,1341.312
Ukraine,2007,1337.076
Ukraine,2008,1286.476
Ukraine,2009,1074.434
Ukraine,2010,1152.221
Ukraine,2011,1204.893
Ukraine,2012,1174.961
Ukraine,2013,1110.22
Ukraine,2014,950.507
Ukraine,2015,757.371
Ukraine,2016,816.763
Ukraine,2017,727.248
Ukraine,2018,762.677
Ukraine,2019,715.21
Ukraine,2020,680.882
Ukraine,2021,660.588
Ukraine,2022,444.08
United Kingdom,1965,2259.641
United Kingdom,1966,2256.721
United Kingdom,1967,2247.72
United Kingdom,1968,2326.104
United Kingdom,1969,2406.459
United Kingdom,1970,2463.821
United Kingdom,1971,2415.708
United Kingdom,1972,2447.364
United Kingdom,1973,2576.292
United Kingdom,1974,2425.753
United Kingdom,1975,2290.816
United Kingdom,1976,2321.355
United Kingdom,1977,2357.696
United Kingdom,1978,2379.531
United Kingdom,1979,2492.615
United Kingdom,1980,2264.38
United Kingdom,1981,2194.387
United Kingdom,1982,2146.985
United Kingdom,1983,2139.325
United Kingdom,1984,2126.834
United Kingdom,1985,2205.673
United Kingdom,1986,2275.315
United Kingdom,1987,2283.817
United Kingdom,1988,2291.183
United Kingdom,1989,2271.02
United Kingdom,1990,2304.77
United Kingdom,1991,2345.415
United Kingdom,1992,2308.487
United Kingdom,1993,2303.994
United Kingdom,1994,2272.325
United Kingdom,1995,2279.953
United Kingdom,1996,2390.419
United Kingdom,1997,2329.802
United Kingdom,1998,2343.327
United Kingdom,1999,2340.451
United Kingdom,2000,2392.876
United Kingdom,2001,2408.995
United Kingdom,2002,2351.462
United Kingdom,2003,2389.559
United Kingdom,2004,2426.757
United Kingdom,2005,2436.895
United Kingdom,2006,2416.033
United Kingdom,2007,2370.508
United Kingdom,2008,2343.32
United Kingdom,2009,2158.611
United Kingdom,2010,2224.938
United Kingdom,2011,2044.2
United Kingdom,2012,2064.266
United Kingdom,2013,2021.609
United Kingdom,2014,1875.129
United Kingdom,2015,1843.994
United Kingdom,2016,1818.846
United Kingdom,2017,1782.203
United Kingdom,2018,1753.308
United Kingdom,2019,1699.401
United Kingdom,2020,1452.387
United Kingdom,2021,1525.459
United Kingdom,2022,1519.567
United States,1965,13797.927
United States,1966,14594.848
United States,1967,15038.979
United States,1968,15957.852
United States,1969,16733.182
United States,1970,17339.508
United States,1971,17617.41
United States,1972,18469.301
United States,1973,19204.703
United States,1974,18529.32
United States,1975,17836.91
United States,1976,18878.027
United States,1977,19404.641
United States,1978,19609.375
United States,1979,19896.016
United States,1980,19084.836
United States,1981,18450.318
United States,1982,17458.037
United States,1983,17279.002
United States,1984,18177.648
United States,1985,18076.279
United States,1986,18137.391
United States,1987,18808.764
United States,1988,19634.049
United States,1989,19997.105
United States,1990,19815.52
United States,1991,19680.094
United States,1992,20084.928
United States,1993,20497.916
United States,1994,20893.971
United States,1995,21170.41
United States,1996,21883.338
United States,1997,22175.863
United States,1998,22302.24
United States,1999,22599.816
United States,2000,23224.576
United States,2001,22744.744
United States,2002,22941.979
United States,2003,23040.119
United States,2004,23499.125
United States,2005,23512.965
United States,2006,23186.369
United States,2007,23576.988
United States,2008,22795.662
United States,2009,21395.902
United States,2010,22173.703
United States,2011,21749.736
United States,2012,21192.219
United States,2013,21720.053
United States,2014,21926.727
United States,2015,21655.59
United States,2016,21413.307
United States,2017,21310.291
United States,2018,22208.822
United States,2019,21944.391
United States,2020,19917.447
United States,2021,21158.328
United States,2022,21595.023
Uzbekistan,1985,450.0
Uzbekistan,1986,443.677
Uzbekistan,1987,456.578
Uzbekistan,1988,458.611
Uzbekistan,1989,480.235
Uzbekistan,1990,501.25
Uzbekistan,1991,496.831
Uzbekistan,1992,469.347
Uzbekistan,1993,503.015
Uzbekistan,1994,493.705
Uzbekistan,1995,490.091
Uzbekistan,1996,505.175
Uzbekistan,1997,501.903
Uzbekistan,1998,500.983
Uzbekistan,1999,570.367
Uzbekistan,2000,582.164
Uzbekistan,2001,583.859
Uzbekistan,2002,598.691
Uzbekistan,2003,544.698
Uzbekistan,2004,544.962
Uzbekistan,2005,542.901
Uzbekistan,2006,510.21
Uzbekistan,2007,546.045
Uzbekistan,2008,516.859
Uzbekistan,2009,507.032
Uzbekistan,2010,508.449
Uzbekistan,2011,543.17
Uzbekistan,2012,525.637
Uzbekistan,2013,528.251
Uzbekistan,2014,547.058
Uzbekistan,2015,521.88
Uzbekistan,2016,496.655
Uzbekistan,2017,510.542
Uzbekistan,2018,518.037
Uzbekistan,2019,517.537
Uzbekistan,2020,518.606
Uzbekistan,2021,550.905
Uzbekistan,2022,571.905
Venezuela,1965,187.437
Venezuela,1966,189.182
Venezuela,1967,198.978
Venezuela,1968,211.807
Venezuela,1969,212.94
Venezuela,1970,212.34
Venezuela,1971,212.274
Venezuela,1972,223.441
Venezuela,1973,257.61
Venezuela,1974,262.734
Venezuela,1975,270.54
Venezuela,1976,293.412
Venezuela,1977,325.895
Venezuela,1978,333.579
Venezuela,1979,365.546
Venezuela,1980,413.09
Venezuela,1981,428.667
Venezuela,1982,435.913
Venezuela,1983,427.554
Venezuela,1984,430.556
Venezuela,1985,436.803
Venezuela,1986,466.851
Venezuela,1987,449.615
Venezuela,1988,462.186
Venezuela,1989,465.554
Venezuela,1990,494.196
Venezuela,1991,475.931
Venezuela,1992,517.835
Venezuela,1993,510.265
Venezuela,1994,554.682
Venezuela,1995,575.26
Venezuela,1996,549.638
Venezuela,1997,580.015
Venezuela,1998,623.453
Venezuela,1999,616.18
Venezuela,2000,632.364
Venezuela,2001,672.633
Venezuela,2002,686.32
Venezuela,2003,628.227
Venezuela,2004,671.081
Venezuela,2005,678.992
Venezuela,2006,717.67
Venezuela,2007,768.01
Venezuela,2008,740.477
Venezuela,2009,742.121
Venezuela,2010,733.57
Venezuela,2011,740.509
Venezuela,2012,790.983
Venezuela,2013,801.392
Venezuela,2014,764.82
Venezuela,2015,767.603
Venezuela,2016,675.333
Venezuela,2017,664.262
Venezuela,2018,545.347
Venezuela,2019,449.421
Venezuela,2020,328.487
Venezuela,2021,405.775
Venezuela,2022,439.912
Vietnam,1981,49.818
Vietnam,1982,53.358
Vietnam,1983,56.986
Vietnam,1984,56.409
Vietnam,1985,57.283
Vietnam,1986,62.672
Vietnam,1987,71.156
Vietnam,1988,69.92
Vietnam,1989,60.338
Vietnam,1990,61.252
Vietnam,1991,59.835
Vietnam,1992,64.42
Vietnam,1993,74.42
Vietnam,1994,82.114
Vietnam,1995,95.862
Vietnam,1996,110.265
Vietnam,1997,133.449
Vietnam,1998,148.802
Vietnam,1999,147.319
Vietnam,2000,171.122
Vietnam,2001,188.548
Vietnam,2002,211.638
Vietnam,2003,230.267
Vietnam,2004,296.429
Vietnam,2005,322.285
Vietnam,2006,282.675
Vietnam,2007,306.578
Vietnam,2008,384.012
Vietnam,2009,383.778
Vietnam,2010,460.749
Vietnam,2011,483.521
Vietnam,2012,477.823
Vietnam,2013,501.472
Vietnam,2014,559.344
Vietnam,2015,674.829
Vietnam,2016,726.982
Vietnam,2017,733.621
Vietnam,2018,860.644
Vietnam,2019,1013.852
Vietnam,2020,980.495
Vietnam,2021,933.359
Vietnam,2022,933.713
